Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR24835421,151431907,30589245214,101,9617,SRX20599761,GSM7457606,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899795,SAMN35639617,simple,9606,Homo sapiens,GSM7457606,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa mNG1-10+, rep 3",HeLa,HeLa,cervix,mNeonGreen+,untreated,missing,missing
SRR24835420,167814098,33898447796,101,10680,SRX20599762,GSM7457596,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899796,SAMN35639627,simple,9606,Homo sapiens,GSM7457596,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa mNG1-10+, WWOX-JET+, rep 3",HeLa,HeLa,cervix,WWOX-JET+,untreated,missing,missing
SRR24835419,89349851,18048669902,101,5705,SRX20599763,GSM7457597,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899797,SAMN35639626,simple,9606,Homo sapiens,GSM7457597,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa mNG1-10+, WWOX-JET+, rep 4",HeLa,HeLa,cervix,WWOX-JET+,untreated,missing,missing
SRR24835418,99607272,14941090800,150,4859,SRX20599764,GSM7457609,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899799,SAMN35639614,simple,9606,Homo sapiens,GSM7457609,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, RiboSeq, rep 1",H1650,H1650,lung,WT,untreated,missing,missing
SRR24835417,96802477,14520371550,150,4855,SRX20599765,GSM7457610,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899798,SAMN35639613,simple,9606,Homo sapiens,GSM7457610,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, RiboSeq, rep 2",H1650,H1650,lung,WT,untreated,missing,missing
SRR24835416,87771453,13165717950,150,4377,SRX20599766,GSM7457611,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899800,SAMN35639612,simple,9606,Homo sapiens,GSM7457611,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, RiboSeq, rep 3",H1650,H1650,lung,WT,untreated,missing,missing
SRR24835415,104854948,15728242200,150,5194,SRX20599767,GSM7457612,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899801,SAMN35639611,simple,9606,Homo sapiens,GSM7457612,Institut Curie,SRA1650197,12,2024,Vallot,H1395,"H1395, RiboSeq, rep 1",H1395,H1395,lung,WT,untreated,missing,missing
SRR24835414,100018191,15002728650,150,4902,SRX20599768,GSM7457613,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899802,SAMN35639610,simple,9606,Homo sapiens,GSM7457613,Institut Curie,SRA1650197,12,2024,Vallot,H1395,"H1395, RiboSeq, rep 2",H1395,H1395,lung,WT,untreated,missing,missing
SRR24835413,92606175,13890926250,150,4481,SRX20599769,GSM7457614,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899803,SAMN35639609,simple,9606,Homo sapiens,GSM7457614,Institut Curie,SRA1650197,12,2024,Vallot,H1395,"H1395, RiboSeq, rep 3",H1395,H1395,lung,WT,untreated,missing,missing
SRR24835412,130355550,26331821100,101,8214,SRX20599770,GSM7457607,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899804,SAMN35639616,simple,9606,Homo sapiens,GSM7457607,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa mNG1-10+, rep 4",HeLa,HeLa,cervix,mNeonGreen+,untreated,missing,missing
SRR24835411,144231727,29134808854,101,9176,SRX20599771,GSM7457608,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899805,SAMN35639615,simple,9606,Homo sapiens,GSM7457608,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa mNG1-10+, rep 5",HeLa,HeLa,cervix,mNeonGreen+,untreated,missing,missing
SRR24835410,67988625,13682634508,100,3966,SRX20599772,GSM7457556,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899806,SAMN35639667,simple,9606,Homo sapiens,GSM7457556,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, untreated, rep 0",H1650,H1650,lung,WT,untreated,missing,missing
SRR24835409,78437573,15789618173,100,4567,SRX20599773,GSM7457557,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899808,SAMN35639666,simple,9606,Homo sapiens,GSM7457557,Institut Curie,SRA1650197,12,2024,Vallot,MCF7,"MCF7, untreated, rep 0",MCF7,MCF7,breast,WT,untreated,missing,missing
SRR24835408,115565763,23276137835,100,6751,SRX20599774,GSM7457558,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899807,SAMN35639665,simple,9606,Homo sapiens,GSM7457558,Institut Curie,SRA1650197,12,2024,Vallot,MDA-MB-231,"MDA-MB-231, untreated, rep 0",MDA-MB-231,MDA-MB-231,breast,WT,untreated,missing,missing
SRR24835407,226972683,45848481966,101,12808,SRX20599775,GSM7457559,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899809,SAMN35639664,simple,9606,Homo sapiens,GSM7457559,Institut Curie,SRA1650197,12,2024,Vallot,H1395,"H1395, untreated, rep 0",H1395,H1395,lung,WT,untreated,missing,missing
SRR24835406,77478547,15650666494,101,4785,SRX20599776,GSM7457560,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899810,SAMN35639663,simple,9606,Homo sapiens,GSM7457560,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, untreated, rep 1",H1650,H1650,lung,WT,untreated,missing,missing
SRR24835405,78363033,15829332666,101,4870,SRX20599777,GSM7457563,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899811,SAMN35639660,simple,9606,Homo sapiens,GSM7457563,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, puromycin, 200ug/ul, rep 1",H1650,H1650,lung,WT,"puromycin, 200ug/ul",missing,missing
SRR24835404,89193399,18017066598,101,5470,SRX20599778,GSM7457561,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899812,SAMN35639662,simple,9606,Homo sapiens,GSM7457561,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, untreated, rep 2",H1650,H1650,lung,WT,untreated,missing,missing
SRR24835403,50563357,10213798114,101,3084,SRX20599779,GSM7457573,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899813,SAMN35639650,simple,9606,Homo sapiens,GSM7457573,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa, untreated, rep 2",HeLa,HeLa,cervix,WT,untreated,missing,missing
SRR24835402,246559220,49804962440,101,15403,SRX20599780,GSM7457572,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899814,SAMN35639651,simple,9606,Homo sapiens,GSM7457572,Institut Curie,SRA1650197,12,2024,Vallot,HeLa,"HeLa, untreated, rep 1",HeLa,HeLa,cervix,WT,untreated,missing,missing
SRR24835401,200089772,40418133944,101,12314,SRX20599781,GSM7457571,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899815,SAMN35639652,simple,9606,Homo sapiens,GSM7457571,Institut Curie,SRA1650197,12,2024,Vallot,HEK293,"HEK293, puromycin, 200ug/ul, rep 3",HEK293,HEK293,kidney,WT,"puromycin, 200ug/ul",missing,missing
SRR24835400,128595066,25976203332,101,7834,SRX20599782,GSM7457570,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899816,SAMN35639653,simple,9606,Homo sapiens,GSM7457570,Institut Curie,SRA1650197,12,2024,Vallot,HEK293,"HEK293, puromycin, 200ug/ul, rep 2",HEK293,HEK293,kidney,WT,"puromycin, 200ug/ul",missing,missing
SRR24835399,232490404,46963061608,101,14209,SRX20599783,GSM7457569,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899817,SAMN35639654,simple,9606,Homo sapiens,GSM7457569,Institut Curie,SRA1650197,12,2024,Vallot,HEK293,"HEK293, puromycin, 200ug/ul, rep 1",HEK293,HEK293,kidney,WT,"puromycin, 200ug/ul",missing,missing
SRR24835398,138133156,27902897512,101,8421,SRX20599784,GSM7457568,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899818,SAMN35639655,simple,9606,Homo sapiens,GSM7457568,Institut Curie,SRA1650197,12,2024,Vallot,HEK293,"HEK293, untreated, rep 3",HEK293,HEK293,kidney,WT,untreated,missing,missing
SRR24835397,108975023,22012954646,101,6640,SRX20599785,GSM7457567,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899819,SAMN35639656,simple,9606,Homo sapiens,GSM7457567,Institut Curie,SRA1650197,12,2024,Vallot,HEK293,"HEK293, untreated, rep 2",HEK293,HEK293,kidney,WT,untreated,missing,missing
SRR24835396,52370653,10578871906,101,3212,SRX20599786,GSM7457566,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899822,SAMN35639657,simple,9606,Homo sapiens,GSM7457566,Institut Curie,SRA1650197,12,2024,Vallot,HEK293,"HEK293, untreated, rep 1",HEK293,HEK293,kidney,WT,untreated,missing,missing
SRR24835395,79467527,16052440454,101,4902,SRX20599787,GSM7457565,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899820,SAMN35639658,simple,9606,Homo sapiens,GSM7457565,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, puromycin, 200ug/ul, rep 3",H1650,H1650,lung,WT,"puromycin, 200ug/ul",missing,missing
SRR24835394,113633422,22953951244,101,6992,SRX20599788,GSM7457564,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP441330,PRJNA980573,,"",SRS17899821,SAMN35639659,simple,9606,Homo sapiens,GSM7457564,Institut Curie,SRA1650197,12,2024,Vallot,H1650,"H1650, puromycin, 200ug/ul, rep 2",H1650,H1650,lung,WT,"puromycin, 200ug/ul",missing,missing
