Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR26942062,65570953,5180105287,79,2060,SRX22635818,GSM7917318,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633617,SAMN38412707,simple,9606,Homo sapiens,GSM7917318,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), DMSO, 6h, rep1",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,DMSO 6h,missing,missing
SRR26942061,61160213,4831656827,79,1932,SRX22635819,GSM7917319,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633618,SAMN38412706,simple,9606,Homo sapiens,GSM7917319,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), DMSO, 6h, rep2",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,DMSO 6h,missing,missing
SRR26942060,57717999,4559721921,79,1836,SRX22635820,GSM7917320,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633620,SAMN38412705,simple,9606,Homo sapiens,GSM7917320,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), DMSO, 6h, rep3",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,DMSO 6h,missing,missing
SRR26942059,63014514,4978146606,79,1974,SRX22635821,GSM7917321,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633619,SAMN38412704,simple,9606,Homo sapiens,GSM7917321,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), DMSO, 6h, rep4",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,DMSO 6h,missing,missing
SRR26942058,64790114,5118419006,79,2024,SRX22635822,GSM7917322,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633621,SAMN38412703,simple,9606,Homo sapiens,GSM7917322,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), STM2457, 6h, rep1",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,STM2457 6h,missing,missing
SRR26942057,63285634,4999565086,79,1996,SRX22635823,GSM7917323,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633622,SAMN38412702,simple,9606,Homo sapiens,GSM7917323,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), STM2457, 6h, rep2",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,STM2457 6h,missing,missing
SRR26942056,54992927,4344441233,79,1745,SRX22635824,GSM7917324,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633624,SAMN38412701,simple,9606,Homo sapiens,GSM7917324,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), STM2457, 6h, rep3",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,STM2457 6h,missing,missing
SRR26942055,61043875,4822466125,79,1910,SRX22635825,GSM7917325,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633623,SAMN38412700,simple,9606,Homo sapiens,GSM7917325,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (RNA-Seq), STM2457, 6h, rep4",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,STM2457 6h,missing,missing
SRR26942054,45642813,4199138796,92,1607,SRX22635826,GSM7917326,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633625,SAMN38412699,simple,9606,Homo sapiens,GSM7917326,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (Ribo-Seq), DMSO, 6h, rep1",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,DMSO 6h,missing,missing
SRR26942053,35589035,3274191220,92,1248,SRX22635827,GSM7917327,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP474025,PRJNA1044801,39577428,"",SRS19633626,SAMN38412698,simple,9606,Homo sapiens,GSM7917327,Institute of Molecular Biology,SRA1757367,11,2024,Zhou,HEK293T,"HEK293T (Ribo-Seq), DMSO, 6h, rep2",HEK293T,HEK293T,Human embryonic kidney 293T cell line,WT,DMSO 6h,missing,missing
