Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,treatment,geo_loc_name,collection_date
SRR26261550,148004460,14948450460,101,4786,SRX21971132,GSM7816472,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047042,SAMN37652043,simple,9606,Homo sapiens,GSM7816472,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, RiboSeq, cyclo, 0hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261549,56962577,5753220277,101,1857,SRX21971133,GSM7816481,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048739,SAMN37652034,simple,9606,Homo sapiens,GSM7816481,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, RiboSeq, harr, 0hpi, rep2",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261548,71264131,7197677231,101,2256,SRX21971134,GSM7816482,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047456,SAMN37652033,simple,9606,Homo sapiens,GSM7816482,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, harr, 8hpi, rep1",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261547,60723052,6133028252,101,1899,SRX21971135,GSM7816483,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047043,SAMN37652032,simple,9606,Homo sapiens,GSM7816483,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, harr, 8hpi, rep2",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261546,50964751,5147439851,101,1656,SRX21971136,GSM7816484,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047044,SAMN37652031,simple,9606,Homo sapiens,GSM7816484,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, harr, 16hpi, rep1",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261545,65484045,6613888545,101,2061,SRX21971137,GSM7816485,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048277,SAMN37652030,simple,9606,Homo sapiens,GSM7816485,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, harr, 16hpi, rep2",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261544,54913501,5546263601,101,1826,SRX21971138,GSM7816486,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047045,SAMN37652029,simple,9606,Homo sapiens,GSM7816486,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, harr, 24hpi, rep1",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261543,56741772,5730918972,101,1867,SRX21971139,GSM7816487,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048278,SAMN37652028,simple,9606,Homo sapiens,GSM7816487,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, harr, 24hpi, rep2",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261542,78810895,7959900395,101,2293,SRX21971140,GSM7816488,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048964,SAMN37652027,simple,9606,Homo sapiens,GSM7816488,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, DisomeSeq, cyclo, 0hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261541,154811477,15635959177,101,5282,SRX21971141,GSM7816473,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047046,SAMN37652042,simple,9606,Homo sapiens,GSM7816473,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, RiboSeq, cyclo, 0hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
