Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR27792542,82149624,12404593224,151,4472,SRX23456179,GSM8047418,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309215,SAMN39681383,simple,9606,Homo sapiens,GSM8047418,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_KO_water_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",water for 2 hours,missing,missing
SRR27792541,71159478,10745081178,151,3864,SRX23456180,GSM8047419,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309216,SAMN39681382,simple,9606,Homo sapiens,GSM8047419,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_KO_water_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",water for 2 hours,missing,missing
SRR27792540,96196361,14525650511,151,5221,SRX23456181,GSM8047420,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309217,SAMN39681381,simple,9606,Homo sapiens,GSM8047420,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_G3BP1_water_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1 WT,water for 2 hours,missing,missing
SRR27792539,99375899,15005760749,151,5326,SRX23456182,GSM8047421,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309218,SAMN39681380,simple,9606,Homo sapiens,GSM8047421,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_G3BP1_water_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1 WT,water for 2 hours,missing,missing
SRR27792538,86928399,13126188249,151,4682,SRX23456183,GSM8047422,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309219,SAMN39681379,simple,9606,Homo sapiens,GSM8047422,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_V11A_water_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1 V11A,water for 2 hours,missing,missing
SRR27792537,83412719,12595320569,151,4510,SRX23456184,GSM8047423,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309220,SAMN39681378,simple,9606,Homo sapiens,GSM8047423,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_V11A_water_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1 V11A,water for 2 hours,missing,missing
SRR27792536,81507913,12307694863,151,4398,SRX23456185,GSM8047424,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309221,SAMN39681377,simple,9606,Homo sapiens,GSM8047424,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_KO_NaAs_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Arsenite for 2 hours,missing,missing
SRR27792535,141969426,21437383326,151,7622,SRX23456186,GSM8047425,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309222,SAMN39681376,simple,9606,Homo sapiens,GSM8047425,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_KO_NaAs_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Arsenite for 2 hours,missing,missing
SRR27792534,75868694,11456172794,151,4110,SRX23456187,GSM8047426,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309223,SAMN39681375,simple,9606,Homo sapiens,GSM8047426,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_G3BP1_NaAs_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1 WT,Arsenite for 2 hours,missing,missing
SRR27792533,86586737,13074597287,151,4668,SRX23456188,GSM8047427,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486953,PRJNA1071172,,"",SRS20309224,SAMN39681374,simple,9606,Homo sapiens,GSM8047427,UCSF,SRA1794749,10,2024,Aghi,Bone,Riboseq_G3BP1_NaAs_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1 WT,Arsenite for 2 hours,missing,missing
