Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,treatment,geo_loc_name,collection_date
SRR26297124,10500055,3150016500,150,972,SRX22005676,GSM7829219,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080357,SAMN37699497,simple,3702,Arabidopsis thaliana,GSM7829219,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,Col-0_22_RNA-seq_rep-1,Seedling,Seedling,Col-0,22 C,missing,missing
SRR26297123,13824282,4147284600,150,1262,SRX22005677,GSM7829220,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080359,SAMN37699496,simple,3702,Arabidopsis thaliana,GSM7829220,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,Col-0_22_RNA-seq_rep-2,Seedling,Seedling,Col-0,22 C,missing,missing
SRR26297120,12695471,3808641300,150,1159,SRX22005678,GSM7829221,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080358,SAMN37699495,simple,3702,Arabidopsis thaliana,GSM7829221,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,Col-0_37_RNA-seq_rep-1,Seedling,Seedling,Col-0,37 C,missing,missing
SRR26297119,11270110,3381033000,150,1048,SRX22005679,GSM7829222,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080360,SAMN37699494,simple,3702,Arabidopsis thaliana,GSM7829222,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,Col-0_37_RNA-seq_rep-2,Seedling,Seedling,Col-0,37 C,missing,missing
SRR26297121,10518806,3155641800,150,956,SRX22005680,GSM7829223,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080361,SAMN37699493,simple,3702,Arabidopsis thaliana,GSM7829223,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,fust1_22_RNA-seq_rep-1,Seedling,Seedling,fust1,22 C,missing,missing
SRR26297118,10409231,3122769300,150,954,SRX22005681,GSM7829224,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080362,SAMN37699492,simple,3702,Arabidopsis thaliana,GSM7829224,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,fust1_22_RNA-seq_rep-2,Seedling,Seedling,fust1,22 C,missing,missing
SRR26297122,10625185,3187555500,150,967,SRX22005682,GSM7829225,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080363,SAMN37699491,simple,3702,Arabidopsis thaliana,GSM7829225,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,fust1_37_RNA-seq_rep-1,Seedling,Seedling,fust1,37 C,missing,missing
SRR26297117,12231803,3669540900,150,1129,SRX22005683,GSM7829226,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080364,SAMN37699490,simple,3702,Arabidopsis thaliana,GSM7829226,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,fust1_37_RNA-seq_rep-2,Seedling,Seedling,fust1,37 C,missing,missing
SRR26297116,28438914,1421945700,50,428,SRX22005684,GSM7829227,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080365,SAMN37699489,simple,3702,Arabidopsis thaliana,GSM7829227,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,Col-0_22_Ribo-seq_rep-1,Seedling,Seedling,Col-0,22 C,missing,missing
SRR26297112,28758519,1437925950,50,415,SRX22005685,GSM7829228,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464766,PRJNA1024513,,"",SRS19080366,SAMN37699488,simple,3702,Arabidopsis thaliana,GSM7829228,Tsinghua University,SRA1727683,10,2023,Qi,Seedling,Col-0_22_Ribo-seq_rep-2,Seedling,Seedling,Col-0,22 C,missing,missing
