Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR27790689,106273121,10733585221,101,3455,SRX23454851,GSM8047475,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307878,SAMN39677017,simple,9606,Homo sapiens,GSM8047475,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_KO_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",DMSO for 2 hours,missing,missing
SRR27790688,132087111,13340798211,101,4265,SRX23454852,GSM8047476,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307879,SAMN39677016,simple,9606,Homo sapiens,GSM8047476,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_KO_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",DMSO for 2 hours,missing,missing
SRR27790687,77767848,7854552648,101,2516,SRX23454853,GSM8047477,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307880,SAMN39677015,simple,9606,Homo sapiens,GSM8047477,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_G3BP2B_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B WT,DMSO for 2 hours,missing,missing
SRR27790686,86986827,8785669527,101,2789,SRX23454854,GSM8047478,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307881,SAMN39677014,simple,9606,Homo sapiens,GSM8047478,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_G3BP2B_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B WT,DMSO for 2 hours,missing,missing
SRR27790685,96626176,9759243776,101,3101,SRX23454855,GSM8047479,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307883,SAMN39677013,simple,9606,Homo sapiens,GSM8047479,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_V11A_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B V11A,DMSO for 2 hours,missing,missing
SRR27790684,137203276,13857530876,101,4396,SRX23454856,GSM8047480,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307882,SAMN39677012,simple,9606,Homo sapiens,GSM8047480,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_V11A_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B V11A,DMSO for 2 hours,missing,missing
SRR27790683,70015804,7071596204,101,2270,SRX23454857,GSM8047481,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307884,SAMN39677011,simple,9606,Homo sapiens,GSM8047481,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_KO_Tg_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Thapsigargin for 2 hours,missing,missing
SRR27790682,86079298,8694009098,101,2789,SRX23454858,GSM8047482,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307885,SAMN39677010,simple,9606,Homo sapiens,GSM8047482,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_KO_Tg_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Thapsigargin for 2 hours,missing,missing
SRR27790681,128927804,13021708204,101,4135,SRX23454859,GSM8047483,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307886,SAMN39677009,simple,9606,Homo sapiens,GSM8047483,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_G3BP2B_Tg_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B WT,Thapsigargin for 2 hours,missing,missing
SRR27790680,99280652,10027345852,101,3171,SRX23454860,GSM8047485,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP486934,PRJNA1071174,,"",SRS20307887,SAMN39677008,simple,9606,Homo sapiens,GSM8047485,UCSF,SRA1794714,10,2024,Aghi,Bone,Riboseq_G3BP2B_Tg_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B WT,Thapsigargin for 2 hours,missing,missing
