Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,treatment,geo_loc_name,collection_date
SRR29362285,52617751,2630887550,50,732,SRX24876869,GSM8322577,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586321,SAMN41789245,simple,6239,Caenorhabditis elegans,GSM8322577,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 20C, rep 1",Whole animal,Whole animal,N2,20C,missing,missing
SRR29362284,53590199,2679509950,50,745,SRX24876870,GSM8322578,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586324,SAMN41789244,simple,6239,Caenorhabditis elegans,GSM8322578,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 20C, rep 2",Whole animal,Whole animal,N2,20C,missing,missing
SRR29362283,56059531,2802976550,50,779,SRX24876871,GSM8322579,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586322,SAMN41789243,simple,6239,Caenorhabditis elegans,GSM8322579,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 10C, rep 1",Whole animal,Whole animal,N2,10C 3h,missing,missing
SRR29362282,55900625,2795031250,50,778,SRX24876872,GSM8322580,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586323,SAMN41789242,simple,6239,Caenorhabditis elegans,GSM8322580,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 10C, rep 2",Whole animal,Whole animal,N2,10C 3h,missing,missing
SRR29362281,56647828,2832391400,50,789,SRX24876873,GSM8322581,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586325,SAMN41789241,simple,6239,Caenorhabditis elegans,GSM8322581,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 4C 1d, rep 1",Whole animal,Whole animal,N2,10C 3h 4C 1d,missing,missing
SRR29362280,57842260,2892113000,50,805,SRX24876874,GSM8322582,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586332,SAMN41789240,simple,6239,Caenorhabditis elegans,GSM8322582,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 4C 1d, rep 2",Whole animal,Whole animal,N2,10C 3h 4C 1d,missing,missing
SRR29362279,59617757,2980887850,50,830,SRX24876875,GSM8322583,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586328,SAMN41789239,simple,6239,Caenorhabditis elegans,GSM8322583,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 4C 3d, rep 1",Whole animal,Whole animal,N2,10C 3h 4C 3d,missing,missing
SRR29362278,57724833,2886241650,50,804,SRX24876876,GSM8322584,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586326,SAMN41789238,simple,6239,Caenorhabditis elegans,GSM8322584,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 4C 3d, rep 2",Whole animal,Whole animal,N2,10C 3h 4C 3d,missing,missing
SRR29362277,57503818,2875190900,50,801,SRX24876877,GSM8322585,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586327,SAMN41789237,simple,6239,Caenorhabditis elegans,GSM8322585,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 4C 5d, rep 1",Whole animal,Whole animal,N2,10C 3h 4C 3d,missing,missing
SRR29362276,58298944,2914947200,50,811,SRX24876878,GSM8322586,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP513235,PRJNA1122583,,"",SRS21586329,SAMN41789236,simple,6239,Caenorhabditis elegans,GSM8322586,"Valen, Department of Biosciences, University of Oslo",SRA1897147,12,2024,Valen,Whole animal,"N2, 4C 5d, rep 2",Whole animal,Whole animal,N2,10C 3h 4C 3d,missing,missing
