Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR28361563,52439976,3932998200,75,1366,SRX23966680,GSM8150872,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766309,SAMN40477940,simple,9606,Homo sapiens,GSM8150872,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells solvent replicate 1 ribosome profiling,Kelly,Kelly,Neuroblastoma,MYCN-amplified,Solvent,missing,missing
SRR28361562,56883586,4266268950,75,1460,SRX23966681,GSM8150873,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766310,SAMN40477939,simple,9606,Homo sapiens,GSM8150873,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells solvent replicate 2 ribosome profiling,Kelly,Kelly,Neuroblastoma,MYCN-amplified,Solvent,missing,missing
SRR28361561,62588296,4694122200,75,1632,SRX23966682,GSM8150874,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766311,SAMN40477938,simple,9606,Homo sapiens,GSM8150874,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells solvent replicate 3 ribosome profiling,Kelly,Kelly,Neuroblastoma,MYCN-amplified,Solvent,missing,missing
SRR28361560,43902297,3292672275,75,1126,SRX23966683,GSM8150875,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766312,SAMN40477937,simple,9606,Homo sapiens,GSM8150875,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells CMLD12824 replicate 1 ribosome profiling,Kelly,Kelly,Neuroblastoma,MYCN-amplified,CMLD12824,missing,missing
SRR28361559,45126889,3384516675,75,1160,SRX23966684,GSM8150876,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766313,SAMN40477936,simple,9606,Homo sapiens,GSM8150876,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells CMLD12824 replicate 2 ribosome profiling,Kelly,Kelly,Neuroblastoma,MYCN-amplified,CMLD12824,missing,missing
SRR28361558,43224191,3241814325,75,1118,SRX23966685,GSM8150877,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766314,SAMN40477935,simple,9606,Homo sapiens,GSM8150877,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells CMLD12824 replicate 3 ribosome profiling,Kelly,Kelly,Neuroblastoma,MYCN-amplified,CMLD12824,missing,missing
SRR28361557,42644872,3198365400,75,1357,SRX23966686,GSM8150878,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766315,SAMN40477934,simple,9606,Homo sapiens,GSM8150878,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells solvent replicate 1 ribosome profiling,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,Solvent,missing,missing
SRR28361556,47042173,3528162975,75,1489,SRX23966687,GSM8150879,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766316,SAMN40477933,simple,9606,Homo sapiens,GSM8150879,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells solvent replicate 2 ribosome profiling,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,Solvent,missing,missing
SRR28361555,48904066,3667804950,75,1558,SRX23966688,GSM8150880,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766317,SAMN40477932,simple,9606,Homo sapiens,GSM8150880,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells solvent replicate 3 ribosome profiling,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,Solvent,missing,missing
SRR28361554,62620479,4696535925,75,1987,SRX23966689,GSM8150881,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766319,SAMN40477931,simple,9606,Homo sapiens,GSM8150881,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells CMLD12824 replicate 1 ribosome profiling,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,CMLD12824,missing,missing
SRR28361553,63522520,4764189000,75,2018,SRX23966690,GSM8150882,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766318,SAMN40477930,simple,9606,Homo sapiens,GSM8150882,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells CMLD12824 replicate 2 ribosome profiling,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,CMLD12824,missing,missing
SRR28361552,58219974,4366498050,75,1846,SRX23966691,GSM8150883,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766320,SAMN40477929,simple,9606,Homo sapiens,GSM8150883,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells CMLD12824 replicate 3 ribosome profiling,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,CMLD12824,missing,missing
SRR28361551,44718977,13415693100,150,4388,SRX23966692,GSM8150884,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766321,SAMN40477928,simple,9606,Homo sapiens,GSM8150884,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells solvent replicate 1 RNAseq,Kelly,Kelly,Neuroblastoma,MYCN-amplified,Solvent,missing,missing
SRR28361550,44141637,13242491100,150,4363,SRX23966693,GSM8150885,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766322,SAMN40477927,simple,9606,Homo sapiens,GSM8150885,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells solvent replicate 2 RNAseq,Kelly,Kelly,Neuroblastoma,MYCN-amplified,Solvent,missing,missing
SRR28361549,42059736,12617920800,150,4202,SRX23966694,GSM8150886,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766323,SAMN40477926,simple,9606,Homo sapiens,GSM8150886,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells solvent replicate 3 RNAseq,Kelly,Kelly,Neuroblastoma,MYCN-amplified,Solvent,missing,missing
SRR28361548,44841040,13452312000,150,4470,SRX23966695,GSM8150887,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766324,SAMN40477925,simple,9606,Homo sapiens,GSM8150887,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells CMLD12824 replicate 1 RNAseq,Kelly,Kelly,Neuroblastoma,MYCN-amplified,CMLD12824,missing,missing
SRR28361547,41229737,12368921100,150,4125,SRX23966696,GSM8150888,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766325,SAMN40477924,simple,9606,Homo sapiens,GSM8150888,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells CMLD12824 replicate 2 RNAseq,Kelly,Kelly,Neuroblastoma,MYCN-amplified,CMLD12824,missing,missing
SRR28361546,37049514,11114854200,150,3688,SRX23966697,GSM8150889,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766326,SAMN40477923,simple,9606,Homo sapiens,GSM8150889,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,Kelly,Kelly cells CMLD12824 replicate 3 RNAseq,Kelly,Kelly,Neuroblastoma,MYCN-amplified,CMLD12824,missing,missing
SRR28361545,112477414,33743224200,150,10627,SRX23966698,GSM8150890,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766327,SAMN40477922,simple,9606,Homo sapiens,GSM8150890,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells solvent replicate 1 RNAseq,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,Solvent,missing,missing
SRR28361544,90445705,27133711500,150,8520,SRX23966699,GSM8150891,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766328,SAMN40477921,simple,9606,Homo sapiens,GSM8150891,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells solvent replicate 2 RNAseq,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,Solvent,missing,missing
SRR28361543,106682019,32004605700,150,10002,SRX23966700,GSM8150892,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766329,SAMN40477920,simple,9606,Homo sapiens,GSM8150892,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells solvent replicate 3 RNAseq,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,Solvent,missing,missing
SRR28361542,64742644,19422793200,150,6070,SRX23966701,GSM8150893,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766330,SAMN40477919,simple,9606,Homo sapiens,GSM8150893,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells CMLD12824 replicate 1 RNAseq,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,CMLD12824,missing,missing
SRR28361541,88351692,26505507600,150,8251,SRX23966702,GSM8150894,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766331,SAMN40477918,simple,9606,Homo sapiens,GSM8150894,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells CMLD12824 replicate 2 RNAseq,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,CMLD12824,missing,missing
SRR28361540,108036177,32410853100,150,10147,SRX23966703,GSM8150895,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP495546,PRJNA1088608,38662542,"",SRS20766332,SAMN40477917,simple,9606,Homo sapiens,GSM8150895,"George Lab, Pediatric Oncology, Dana-Farber Cancer Institute",SRA1825471,06,2024,Volegova,SK-N-AS,SKNAS cells CMLD12824 replicate 3 RNAseq,SK-N-AS,SK-N-AS,Neuroblastoma,Non-amplified,CMLD12824,missing,missing
