Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR26979166,41329778,2727765348,66,927,SRX22672467,GSM7921734,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667404,SAMN38483279,simple,9606,Homo sapiens,GSM7921734,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_118_IGHMBP2_Rep1,K-562,K-562,lymphoblast cells,IGHMBP2 HET; expression is partially deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979165,36612668,2416436088,66,821,SRX22672468,GSM7921735,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667405,SAMN38483278,simple,9606,Homo sapiens,GSM7921735,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_118_IGHMBP2_Rep2,K-562,K-562,lymphoblast cells,IGHMBP2 HET; expression is partially deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979164,45751166,3019576956,66,1020,SRX22672469,GSM7921736,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667406,SAMN38483277,simple,9606,Homo sapiens,GSM7921736,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_115_IGHMBP2_Rep1,K-562,K-562,lymphoblast cells,IGHMBP2 KO; expression is fully deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979163,40858907,2696687862,66,912,SRX22672470,GSM7921737,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667407,SAMN38483276,simple,9606,Homo sapiens,GSM7921737,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_115_IGHMBP2_Rep2,K-562,K-562,lymphoblast cells,IGHMBP2 KO; expression is fully deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979162,38707698,2554708068,66,864,SRX22672471,GSM7921738,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667408,SAMN38483275,simple,9606,Homo sapiens,GSM7921738,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_61_IGHMBP2_Rep1,K-562,K-562,lymphoblast cells,IGHMBP2 KO; expression is fully deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979161,40694603,2685843798,66,912,SRX22672472,GSM7921739,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667409,SAMN38483274,simple,9606,Homo sapiens,GSM7921739,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_61_IGHMBP2_Rep2,K-562,K-562,lymphoblast cells,IGHMBP2 KO; expression is fully deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979160,41355460,2729460360,66,925,SRX22672473,GSM7921740,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667411,SAMN38483273,simple,9606,Homo sapiens,GSM7921740,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_33_IGHMBP2_Rep1,K-562,K-562,lymphoblast cells,IGHMBP2 HET; expression is partially deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979159,40737192,2688654672,66,907,SRX22672474,GSM7921741,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667410,SAMN38483272,simple,9606,Homo sapiens,GSM7921741,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_33_IGHMBP2_Rep2,K-562,K-562,lymphoblast cells,IGHMBP2 HET; expression is partially deleted in K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979158,47292153,3121282098,66,1056,SRX22672475,GSM7921742,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667412,SAMN38483271,simple,9606,Homo sapiens,GSM7921742,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_WT_IGHMBP2_Rep1,K-562,K-562,lymphoblast cells,Parental K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
SRR26979157,30622739,2021100774,66,689,SRX22672476,GSM7921743,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP474825,PRJNA1046396,1,"",SRS19667413,SAMN38483270,simple,9606,Homo sapiens,GSM7921743,"Stephen Floor, Cell and Tissue Biology, University of California, San Francisco",SRA1759609,12,2023,Makar,K-562,RNAseq_K562_WT_IGHMBP2_Rep2,K-562,K-562,lymphoblast cells,Parental K-562 expressing CRISPRi machinery (doi: 10.1016/j.cell.2014.09.029),None,missing,missing
