Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR24489397,20299905,6089971500,150,1846,SRX20274719,GSM7312004,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602428,SAMN35017794,simple,10090,Mus musculus,GSM7312004,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_untreated_rep1,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 0 h,missing,missing
SRR24489396,23477521,7043256300,150,2123,SRX20274720,GSM7312005,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602426,SAMN35017793,simple,10090,Mus musculus,GSM7312005,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_untreated_rep2,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 0 h,missing,missing
SRR24489395,24217669,7265300700,150,2171,SRX20274721,GSM7312006,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602430,SAMN35017792,simple,10090,Mus musculus,GSM7312006,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_2h_rep1,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 2 h,missing,missing
SRR24489394,24422315,7326694500,150,2201,SRX20274722,GSM7312007,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602431,SAMN35017791,simple,10090,Mus musculus,GSM7312007,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_2h_rep2,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 2 h,missing,missing
SRR24489393,24577231,7373169300,150,2213,SRX20274723,GSM7312008,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602434,SAMN35017790,simple,10090,Mus musculus,GSM7312008,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_4h_rep1,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 4 h,missing,missing
SRR24489392,23999969,7199990700,150,2177,SRX20274724,GSM7312009,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602436,SAMN35017789,simple,10090,Mus musculus,GSM7312009,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_4h_rep2,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 4 h,missing,missing
SRR24489391,24719749,7415924700,150,2244,SRX20274725,GSM7312010,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602429,SAMN35017788,simple,10090,Mus musculus,GSM7312010,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_6h_rep1,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 6 h,missing,missing
SRR24489390,26116356,7834906800,150,2357,SRX20274726,GSM7312011,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602425,SAMN35017787,simple,10090,Mus musculus,GSM7312011,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_6h_rep2,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 6 h,missing,missing
SRR24489389,24633870,7390161000,150,2243,SRX20274727,GSM7312012,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602427,SAMN35017786,simple,10090,Mus musculus,GSM7312012,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_12h_rep1,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 12 h,missing,missing
SRR24489388,25080899,7524269700,150,2264,SRX20274728,GSM7312013,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602438,SAMN35017785,simple,10090,Mus musculus,GSM7312013,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_12h_rep2,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 12 h,missing,missing
SRR24489387,21969336,6590800800,150,1983,SRX20274729,GSM7312014,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602432,SAMN35017784,simple,10090,Mus musculus,GSM7312014,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_1day_rep1,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 1 day,missing,missing
SRR24489386,24432114,7329634200,150,2194,SRX20274730,GSM7312015,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436761,PRJNA970806,,"",SRS17602444,SAMN35017783,simple,10090,Mus musculus,GSM7312015,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",SRA1635575,10,2024,Hu,E14,RNAseq_auxin_1day_rep2,E14,E14,embryonic stem cells,"Ddx10-AID, Tir1",auxin-induced degradation of DDX10 1 day,missing,missing
