Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR27791776,32049170,2115245220,66,769,SRX23455414,GSM8047386,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308445,SAMN39678541,simple,9606,Homo sapiens,GSM8047386,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OSwt_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,wild type,DMSO for 2 hours,missing,missing
SRR27791775,30422399,2007878334,66,723,SRX23455415,GSM8047387,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308446,SAMN39678540,simple,9606,Homo sapiens,GSM8047387,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OSwt_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,wild type,DMSO for 2 hours,missing,missing
SRR27791774,20263378,1337382948,66,483,SRX23455416,GSM8047388,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308448,SAMN39678539,simple,9606,Homo sapiens,GSM8047388,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BPKO_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",DMSO for 2 hours,missing,missing
SRR27791773,33883521,2236312386,66,798,SRX23455417,GSM8047389,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308447,SAMN39678538,simple,9606,Homo sapiens,GSM8047389,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BPKO_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",DMSO for 2 hours,missing,missing
SRR27791772,32513215,2145872190,66,768,SRX23455418,GSM8047390,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308449,SAMN39678537,simple,9606,Homo sapiens,GSM8047390,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP1wt_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1,DMSO for 2 hours,missing,missing
SRR27791771,28021253,1849402698,66,664,SRX23455419,GSM8047391,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308450,SAMN39678536,simple,9606,Homo sapiens,GSM8047391,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP1wt_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1,DMSO for 2 hours,missing,missing
SRR27791770,50051640,3303408240,66,1141,SRX23455420,GSM8047392,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308451,SAMN39678535,simple,9606,Homo sapiens,GSM8047392,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2A_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2A,DMSO for 2 hours,missing,missing
SRR27791769,58459474,3858325284,66,1320,SRX23455421,GSM8047393,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308452,SAMN39678534,simple,9606,Homo sapiens,GSM8047393,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2A_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2A,DMSO for 2 hours,missing,missing
SRR27791768,67871199,4479499134,66,1534,SRX23455422,GSM8047394,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308453,SAMN39678533,simple,9606,Homo sapiens,GSM8047394,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2B_DMSO_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B,DMSO for 2 hours,missing,missing
SRR27791767,53919494,3558686604,66,1222,SRX23455423,GSM8047395,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308454,SAMN39678532,simple,9606,Homo sapiens,GSM8047395,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2B_DMSO_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B,DMSO for 2 hours,missing,missing
