Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,treatment,geo_loc_name,collection_date
SRR30008782,52272188,3449964408,66,1215,SRX25488057,GSM8424017,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143571,SAMN42841247,simple,9606,Homo sapiens,GSM8424017,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"DMSO-treated, biol rep1",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,1% DMSO,missing,missing
SRR30008781,24798530,1636702980,66,580,SRX25488058,GSM8424018,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143572,SAMN42841246,simple,9606,Homo sapiens,GSM8424018,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"DMSO-treated, biol rep2",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,1% DMSO,missing,missing
SRR30008780,27620258,1822937028,66,658,SRX25488059,GSM8424019,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143573,SAMN42841245,simple,9606,Homo sapiens,GSM8424019,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"DMSO-treated, biol rep3",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,1% DMSO,missing,missing
SRR30008779,37362262,2465909292,66,857,SRX25488060,GSM8424020,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143574,SAMN42841244,simple,9606,Homo sapiens,GSM8424020,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"DMSO-treated, biol rep4",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,1% DMSO,missing,missing
SRR30008778,53076429,3503044314,66,1230,SRX25488061,GSM8424021,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143575,SAMN42841243,simple,9606,Homo sapiens,GSM8424021,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"chloramphenicol-treated, biol rep1",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,300 uM chloramphenicol,missing,missing
SRR30008777,40514904,2673983664,66,981,SRX25488062,GSM8424022,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143576,SAMN42841242,simple,9606,Homo sapiens,GSM8424022,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"chloramphenicol-treated, biol rep2, tech rep 1",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,300 uM chloramphenicol,missing,missing
SRR30008776,68086582,4493714412,66,1652,SRX25488063,GSM8424023,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143577,SAMN42841241,simple,9606,Homo sapiens,GSM8424023,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"chloramphenicol-treated, biol rep2, tech rep 2",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,300 uM chloramphenicol,missing,missing
SRR30008775,11556185,762708210,66,272,SRX25488064,GSM8424024,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143579,SAMN42841240,simple,9606,Homo sapiens,GSM8424024,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"chloramphenicol-treated, biol rep3",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,300 uM chloramphenicol,missing,missing
SRR30008774,10900624,719441184,66,259,SRX25488065,GSM8424025,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143578,SAMN42841239,simple,9606,Homo sapiens,GSM8424025,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"chloramphenicol-treated, biol rep4",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,300 uM chloramphenicol,missing,missing
SRR30008773,38057035,2511764310,66,878,SRX25488066,GSM8424026,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP522497,PRJNA1140603,39229136,"",SRS22143580,SAMN42841238,simple,9606,Homo sapiens,GSM8424026,"Danica Fujimori, Cellular and Molecular Pharmacology, Brianna Bibel",SRA1934463,10,2024,Bibel,Freestyle 293-F,"linezolid-treated, biol rep1, tech rep 1",Freestyle 293-F,Freestyle 293-F,Human embryonic kidney,300 uM linezolid,missing,missing
