Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR27329463,8919574,272625417,30,121,SRX23006457,GSM7989984,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970225,SAMN39081891,simple,9606,Homo sapiens,GSM7989984,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, DMSO, RNA-seq, replicate 1",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"0.3% DMSO, 6h",missing,missing
SRR27329462,4314590,129197115,29,61,SRX23006458,GSM7989985,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970226,SAMN39081890,simple,9606,Homo sapiens,GSM7989985,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, DMSO, RNA-seq, replicate 2",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"0.3% DMSO, 6h",missing,missing
SRR27329461,2634788,74939066,28,35,SRX23006459,GSM7989986,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970227,SAMN39081889,simple,9606,Homo sapiens,GSM7989986,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, DMSO, Ribo-seq, replicate 1",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"0.3% DMSO, 6h",missing,missing
SRR27329460,3876617,111403694,28,52,SRX23006460,GSM7989987,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970228,SAMN39081888,simple,9606,Homo sapiens,GSM7989987,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, DMSO, Ribo-seq, replicate 2",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"0.3% DMSO, 6h",missing,missing
SRR27329459,9700303,294716076,30,131,SRX23006461,GSM7989988,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970229,SAMN39081887,simple,9606,Homo sapiens,GSM7989988,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, dTAG, RNA-seq, replicate 1",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"500nM dTAG-13, 6h",missing,missing
SRR27329458,7360722,219471497,29,103,SRX23006462,GSM7989989,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970230,SAMN39081886,simple,9606,Homo sapiens,GSM7989989,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, dTAG, RNA-seq, replicate 2",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"500nM dTAG-13, 6h",missing,missing
SRR27329457,2962179,83844230,28,39,SRX23006463,GSM7989990,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970231,SAMN39081885,simple,9606,Homo sapiens,GSM7989990,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, dTAG, Ribo-seq, replicate 1",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"500nM dTAG-13, 6h",missing,missing
SRR27329456,14480029,420658501,29,190,SRX23006464,GSM7989991,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970232,SAMN39081884,simple,9606,Homo sapiens,GSM7989991,University of Perugia,SRA1774730,09,2024,Mecucci,IMS-M2,"IMS-M2 cells, dTAG, Ribo-seq, replicate 2",IMS-M2,IMS-M2,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"500nM dTAG-13, 6h",missing,missing
SRR27329455,3252802,96922633,29,46,SRX23006465,GSM7989992,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970233,SAMN39081883,simple,9606,Homo sapiens,GSM7989992,University of Perugia,SRA1774730,09,2024,Mecucci,OCI-AML3,"OCI-AML3 cells, DMSO, RNA-seq, replicate 2",OCI-AML3,OCI-AML3,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"0.3% DMSO, 6h",missing,missing
SRR27329454,9955797,287292145,28,131,SRX23006466,GSM7989993,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP479687,PRJNA1055925,,"",SRS19970234,SAMN39081882,simple,9606,Homo sapiens,GSM7989993,University of Perugia,SRA1774730,09,2024,Mecucci,OCI-AML3,"OCI-AML3 cells, DMSO, Ribo-seq, replicate 2",OCI-AML3,OCI-AML3,NPM1-mutated acute myeloid leukemia cells,NPM1 gene mutation (type A),"0.3% DMSO, 6h",missing,missing
