Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR24017329,39971178,3997117800,100,1345,SRX19820065,GSM7124082,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180421,SAMN33986957,simple,9606,Homo sapiens,GSM7124082,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant input replicate 1,UOK262,UOK262,renal cell carcinoma,Mutant,input,missing,missing
SRR24017330,35664892,3566489200,100,1190,SRX19820065,GSM7124082,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180421,SAMN33986957,simple,9606,Homo sapiens,GSM7124082,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant input replicate 1,UOK262,UOK262,renal cell carcinoma,Mutant,input,missing,missing
SRR24017327,34841579,3484157900,100,1173,SRX19820066,GSM7124083,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180420,SAMN33986956,simple,9606,Homo sapiens,GSM7124083,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant input replicate 2,UOK262,UOK262,renal cell carcinoma,Mutant,input,missing,missing
SRR24017328,30929942,3092994200,100,1033,SRX19820066,GSM7124083,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180420,SAMN33986956,simple,9606,Homo sapiens,GSM7124083,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant input replicate 2,UOK262,UOK262,renal cell carcinoma,Mutant,ribosome protected,missing,missing
SRR24017325,28483273,2848327300,100,962,SRX19820067,GSM7124084,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180423,SAMN33986955,simple,9606,Homo sapiens,GSM7124084,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant input replicate 3,UOK262,UOK262,renal cell carcinoma,Mutant,ribosome protected,missing,missing
SRR24017326,25398684,2539868400,100,851,SRX19820067,GSM7124084,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180423,SAMN33986955,simple,9606,Homo sapiens,GSM7124084,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant input replicate 3,UOK262,UOK262,renal cell carcinoma,Mutant,ribosome protected,missing,missing
SRR24017323,34751748,3475174800,100,1147,SRX19820068,GSM7124085,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180422,SAMN33986954,simple,9606,Homo sapiens,GSM7124085,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant RPF replicate 1,UOK262,UOK262,renal cell carcinoma,WT,input,missing,missing
SRR24017324,53782950,5378295000,100,1757,SRX19820068,GSM7124085,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180422,SAMN33986954,simple,9606,Homo sapiens,GSM7124085,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant RPF replicate 1,UOK262,UOK262,renal cell carcinoma,WT,input,missing,missing
SRR24017321,34397432,3439743200,100,1142,SRX19820069,GSM7124086,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180424,SAMN33986953,simple,9606,Homo sapiens,GSM7124086,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant RPF replicate 2,UOK262,UOK262,renal cell carcinoma,WT,input,missing,missing
SRR24017322,53494696,5349469600,100,1759,SRX19820069,GSM7124086,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP430136,PRJNA950373,38328795,"",SRS17180424,SAMN33986953,simple,9606,Homo sapiens,GSM7124086,"Cell Biology, National Cancer Institute, National Institutes of Health",SRA1613737,02,2024,Fitzsimmons,UOK262,Run 1 mutant RPF replicate 2,UOK262,UOK262,renal cell carcinoma,WT,ribosome protected,missing,missing
