Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,geo_loc_name,collection_date
SRR24565791,140538107,42442508314,151,14093,SRX20349365,GSM7350247,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665578,SAMN35093373,simple,10090,Mus musculus,GSM7350247,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 1)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565790,112705944,34037195088,151,11283,SRX20349366,GSM7350248,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665580,SAMN35093372,simple,10090,Mus musculus,GSM7350248,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 2)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565789,132856114,40122546428,151,12976,SRX20349367,GSM7350249,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665579,SAMN35093371,simple,10090,Mus musculus,GSM7350249,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 3)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565788,128274042,38738760684,151,12589,SRX20349368,GSM7350250,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665581,SAMN35093370,simple,10090,Mus musculus,GSM7350250,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 4)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565787,131044074,39575310348,151,12901,SRX20349369,GSM7350251,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665582,SAMN35093369,simple,10090,Mus musculus,GSM7350251,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 5)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565786,120146082,36284116764,151,11653,SRX20349370,GSM7350252,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665583,SAMN35093368,simple,10090,Mus musculus,GSM7350252,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 6)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565785,115400349,34850905398,151,11464,SRX20349371,GSM7350253,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665585,SAMN35093367,simple,10090,Mus musculus,GSM7350253,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 7)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565784,149976926,45293031652,151,14595,SRX20349372,GSM7350254,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665584,SAMN35093366,simple,10090,Mus musculus,GSM7350254,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, WT, male, 7w (P49)","WT, male, 7w (rep 8)","TRAPseq, WT, male, 7w (P49)",Kidney,"wild type, Pkd1fl/+; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565783,131091789,39589720278,151,12882,SRX20349373,GSM7350255,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665587,SAMN35093365,simple,10090,Mus musculus,GSM7350255,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, SKO, male, 7w (P49)","SKO, male, 7w (rep 1)","TRAPseq, SKO, male, 7w (P49)",Kidney,"SKO, Pkd1fl/fl; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
SRR24565782,128141363,38698691626,151,12535,SRX20349374,GSM7350256,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP437736,PRJNA972715,,"",SRS17665586,SAMN35093364,simple,10090,Mus musculus,GSM7350256,"StefanSomloLab, Nephrology Deparment, Yale University",SRA1639673,02,2024,Somlo,"TRAPseq, SKO, male, 7w (P49)","SKO, male, 7w (rep 2)","TRAPseq, SKO, male, 7w (P49)",Kidney,"SKO, Pkd1fl/fl; RosaEGFP-Rpl10a; Pax8rtTA; TetOCre",missing,missing
