Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR24163148,29844064,8953219200,150,2666,SRX19961108,GSM7170290,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308626,SAMN34174836,simple,9606,Homo sapiens,GSM7170290,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,NT_1,brain,brain,GSC456,glioblastoma stem cell,WT,control media (800 uM thr),missing,missing
SRR24163147,25113507,7534052100,150,2273,SRX19961109,GSM7170291,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308627,SAMN34174835,simple,9606,Homo sapiens,GSM7170291,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,NT_2,brain,brain,GSC456,glioblastoma stem cell,WT,control media (800 uM thr),missing,missing
SRR24163144,26412684,7923805200,150,2379,SRX19961110,GSM7170293,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308628,SAMN34174834,simple,9606,Homo sapiens,GSM7170293,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,NT_3,brain,brain,GSC456,glioblastoma stem cell,WT,control media (800 uM thr),missing,missing
SRR24163143,25659308,7697792400,150,2311,SRX19961111,GSM7170294,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308629,SAMN34174833,simple,9606,Homo sapiens,GSM7170294,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,KD_1,brain,brain,GSC456,glioblastoma stem cell,YRDC knockdown,control media (800 uM thr),missing,missing
SRR24163145,27710708,8313212400,150,2518,SRX19961112,GSM7170295,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308630,SAMN34174832,simple,9606,Homo sapiens,GSM7170295,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,KD_2,brain,brain,GSC456,glioblastoma stem cell,YRDC knockdown,control media (800 uM thr),missing,missing
SRR24163142,24071338,7221401400,150,2169,SRX19961113,GSM7170296,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308631,SAMN34174831,simple,9606,Homo sapiens,GSM7170296,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,KD_3,brain,brain,GSC456,glioblastoma stem cell,YRDC knockdown,control media (800 uM thr),missing,missing
SRR24163146,29790558,8937167400,150,2696,SRX19961114,GSM7170297,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308632,SAMN34174830,simple,9606,Homo sapiens,GSM7170297,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,TR_1,brain,brain,GSC456,glioblastoma stem cell,WT,threonine restriction (4 uM thr),missing,missing
SRR24163141,24097197,7229159100,150,2193,SRX19961115,GSM7170298,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308633,SAMN34174829,simple,9606,Homo sapiens,GSM7170298,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,TR_2,brain,brain,GSC456,glioblastoma stem cell,WT,threonine restriction (4 uM thr),missing,missing
SRR24163140,23801976,7140592800,150,2129,SRX19961116,GSM7170300,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308634,SAMN34174828,simple,9606,Homo sapiens,GSM7170300,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,TR_3,brain,brain,GSC456,glioblastoma stem cell,WT,threonine restriction (4 uM thr),missing,missing
SRR24163138,21012831,6303849300,150,1885,SRX19961117,GSM7170301,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308635,SAMN34174827,simple,9606,Homo sapiens,GSM7170301,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,KDTR_1,brain,brain,GSC456,glioblastoma stem cell,YRDC knockdown,threonine restriction (4 uM thr),missing,missing
SRR24163137,26438843,7931652900,150,2380,SRX19961118,GSM7170302,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308636,SAMN34174826,simple,9606,Homo sapiens,GSM7170302,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,KDTR_2,brain,brain,GSC456,glioblastoma stem cell,YRDC knockdown,threonine restriction (4 uM thr),missing,missing
SRR24163139,25203239,7560971700,150,2266,SRX19961119,GSM7170303,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432572,PRJNA955269,38519786,"",SRS17308637,SAMN34174825,simple,9606,Homo sapiens,GSM7170303,"Jeremy N. Rich's lab, Hillman Cancer Center, University of Pittsburgh",SRA1622410,01,2024,Wu,brain,KDTR_3,brain,brain,GSC456,glioblastoma stem cell,YRDC knockdown,threonine restriction (4 uM thr),missing,missing
