Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR28696268,77380270,5983329195,77,2241,SRX24264286,GSM8208457,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030591,SAMN40972936,simple,10090,Mus musculus,GSM8208457,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Scramble shRNA replicate 1,NIH3t3,NIH3t3,embryonic fibroblasts,WT,scramble shRNA,missing,missing
SRR28696267,84932413,6506577795,76,2435,SRX24264287,GSM8208458,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030592,SAMN40972935,simple,10090,Mus musculus,GSM8208458,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Denr shRNA2 replicate 1,NIH3t3,NIH3t3,embryonic fibroblasts,Denr knock-down,Denr shRNA2,missing,missing
SRR28696266,39407781,3067760805,77,1140,SRX24264288,GSM8208459,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030593,SAMN40972934,simple,10090,Mus musculus,GSM8208459,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Eif2d nf shRNA replicate 1,NIH3t3,NIH3t3,embryonic fibroblasts,WT,EIf2d nf shRNA,missing,missing
SRR28696265,80336902,6129833355,76,2333,SRX24264289,GSM8208460,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030594,SAMN40972933,simple,10090,Mus musculus,GSM8208460,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Scramble shRNA replicate 2,NIH3t3,NIH3t3,embryonic fibroblasts,WT,scramble shRNA,missing,missing
SRR28696264,67051197,5139908980,76,1950,SRX24264290,GSM8208461,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030595,SAMN40972932,simple,10090,Mus musculus,GSM8208461,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Denr shRNA2 replicate 2,NIH3t3,NIH3t3,embryonic fibroblasts,Denr knock-down,Denr shRNA2,missing,missing
SRR28696263,37092217,2879517105,77,1078,SRX24264291,GSM8208462,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030596,SAMN40972931,simple,10090,Mus musculus,GSM8208462,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Eif2d nf shRNA replicate 2,NIH3t3,NIH3t3,embryonic fibroblasts,WT,EIf2d nf shRNA,missing,missing
SRR28696262,83227434,6317168040,75,2406,SRX24264292,GSM8208463,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030597,SAMN40972930,simple,10090,Mus musculus,GSM8208463,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Scramble shRNA replicate 3,NIH3t3,NIH3t3,embryonic fibroblasts,WT,scramble shRNA,missing,missing
SRR28696261,117368897,8836994885,75,3353,SRX24264293,GSM8208464,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030598,SAMN40972929,simple,10090,Mus musculus,GSM8208464,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Denr shRNA2 replicate 3,NIH3t3,NIH3t3,embryonic fibroblasts,Denr knock-down,Denr shRNA2,missing,missing
SRR28696260,40200306,3077181895,76,1176,SRX24264294,GSM8208465,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030599,SAMN40972928,simple,10090,Mus musculus,GSM8208465,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Eif2d nf shRNA replicate 3,NIH3t3,NIH3t3,embryonic fibroblasts,WT,EIf2d nf shRNA,missing,missing
SRR28696259,66470953,5016654455,75,1926,SRX24264295,GSM8208466,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030600,SAMN40972927,simple,10090,Mus musculus,GSM8208466,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Eif2d shRNA1 replicate 1,NIH3t3,NIH3t3,embryonic fibroblasts,Eif2d knock-down,Eif2d shRNA3,missing,missing
SRR28696258,37762629,2925607890,77,1107,SRX24264296,GSM8208467,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501844,PRJNA1100515,,"",SRS21030601,SAMN40972926,simple,10090,Mus musculus,GSM8208467,"David Gatfield, Center for Integrative Genomics, Universite de Lausanne",SRA1846369,10,2024,Meurs,NIH3t3,RNA Eif2d shRNA1 replicate 2,NIH3t3,NIH3t3,embryonic fibroblasts,Eif2d knock-down,Eif2d shRNA3,missing,missing
