Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR25115689,61470247,3073512350,50,3236,SRX20868639,GSM7528725,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP447126,PRJNA990710,38867004,"",SRS18148715,SAMN36274225,simple,9606,Homo sapiens,GSM7528725,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, Ribo-seq-WT-rep 1",Human liver,Human liver,PLC/PRF/5,Cancer cell,Wild-type,Normal culture condition,missing,missing
SRR25115688,77384053,3869202650,50,4082,SRX20868640,GSM7528726,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP447126,PRJNA990710,38867004,"",SRS18148714,SAMN36274224,simple,9606,Homo sapiens,GSM7528726,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, Ribo-seq-WT-rep 2",Human liver,Human liver,PLC/PRF/5,Cancer cell,Wild-type,Normal culture condition,missing,missing
SRR25115687,72663529,3633176450,50,3797,SRX20868641,GSM7528727,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP447126,PRJNA990710,38867004,"",SRS18148717,SAMN36274223,simple,9606,Homo sapiens,GSM7528727,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, Ribo-seq-TARBP1-KO-rep 1",Human liver,Human liver,PLC/PRF/5,Cancer cell,TARBP1 KO,Normal culture condition,missing,missing
SRR25115686,81020401,4051020050,50,4249,SRX20868642,GSM7528728,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP447126,PRJNA990710,38867004,"",SRS18148716,SAMN36274222,simple,9606,Homo sapiens,GSM7528728,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, Ribo-seq-TARBP1-KO-rep 2",Human liver,Human liver,PLC/PRF/5,Cancer cell,TARBP1 KO,Normal culture condition,missing,missing
SRR25115685,20689749,6206924700,150,1914,SRX20868643,GSM7528729,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP447126,PRJNA990710,38867004,"",SRS18148718,SAMN36274221,simple,9606,Homo sapiens,GSM7528729,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, RNA-seq-WT-rep 1",Human liver,Human liver,PLC/PRF/5,Cancer cell,Wild-type,Normal culture condition,missing,missing
SRR25115684,20860301,6258090300,150,1918,SRX20868644,GSM7528730,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP447126,PRJNA990710,38867004,"",SRS18148719,SAMN36274220,simple,9606,Homo sapiens,GSM7528730,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, RNA-seq-WT-rep 2",Human liver,Human liver,PLC/PRF/5,Cancer cell,Wild-type,Normal culture condition,missing,missing
SRR25115682,21974480,6592344000,150,2026,SRX20868645,GSM7528731,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP447126,PRJNA990710,38867004,"",SRS18148720,SAMN36274219,simple,9606,Homo sapiens,GSM7528731,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, RNA-seq-WT-rep 3",Human liver,Human liver,PLC/PRF/5,Cancer cell,Wild-type,Normal culture condition,missing,missing
SRR25115681,19426150,5827845000,150,1765,SRX20868646,GSM7528732,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP447126,PRJNA990710,38867004,"",SRS18148721,SAMN36274218,simple,9606,Homo sapiens,GSM7528732,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, RNA-seq-TARBP1-KO-rep 1",Human liver,Human liver,PLC/PRF/5,Cancer cell,TARBP1 KO,Normal culture condition,missing,missing
SRR25115683,23004163,6901248900,150,2111,SRX20868647,GSM7528733,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP447126,PRJNA990710,38867004,"",SRS18148723,SAMN36274217,simple,9606,Homo sapiens,GSM7528733,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, RNA-seq-TARBP1-KO-rep 2",Human liver,Human liver,PLC/PRF/5,Cancer cell,TARBP1 KO,Normal culture condition,missing,missing
SRR25115680,21302165,6390649500,150,1951,SRX20868648,GSM7528734,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP447126,PRJNA990710,38867004,"",SRS18148722,SAMN36274216,simple,9606,Homo sapiens,GSM7528734,Southern University of Science and Technology (SUSTech),SRA1666588,06,2024,Shi,Human liver,"PLC/PRF/5, RNA-seq-TARBP1-KO-rep 3",Human liver,Human liver,PLC/PRF/5,Cancer cell,TARBP1 KO,Normal culture condition,missing,missing
