Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR25602018,68512473,2429779831,35,1429,SRX21329509,GSM7701764,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575522,SAMN36935467,simple,9606,Homo sapiens,GSM7701764,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.3M_L11,cell line,cell line,HeLa,immortalized cervical cancer cell,3M UNK,Dox for 24 hours,missing,missing
SRR25602017,40399675,1241905289,30,739,SRX21329510,GSM7701765,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575523,SAMN36935466,simple,9606,Homo sapiens,GSM7701765,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.3M_L3,cell line,cell line,HeLa,immortalized cervical cancer cell,3M UNK,Dox for 24 hours,missing,missing
SRR25602016,45093915,1487152136,32,887,SRX21329511,GSM7701766,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575524,SAMN36935465,simple,9606,Homo sapiens,GSM7701766,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.dPAM2_L12,cell line,cell line,HeLa,immortalized cervical cancer cell,dPAM2 UNK,Dox for 24 hours,missing,missing
SRR25602015,58925603,1815932196,30,1049,SRX21329512,GSM7701767,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575525,SAMN36935464,simple,9606,Homo sapiens,GSM7701767,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.dPAM2_L4,cell line,cell line,HeLa,immortalized cervical cancer cell,dPAM2 UNK,Dox for 24 hours,missing,missing
SRR25602014,46949765,1446504450,30,862,SRX21329513,GSM7701768,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575526,SAMN36935463,simple,9606,Homo sapiens,GSM7701768,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.Uninduced_L1,cell line,cell line,HeLa,immortalized cervical cancer cell,WT UNK,no Dox,missing,missing
SRR25602013,47302335,1646829461,34,973,SRX21329514,GSM7701769,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575527,SAMN36935462,simple,9606,Homo sapiens,GSM7701769,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.Uninduced_L9,cell line,cell line,HeLa,immortalized cervical cancer cell,WT UNK,no Dox,missing,missing
SRR25602012,38170160,1247154190,32,762,SRX21329515,GSM7701770,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575528,SAMN36935461,simple,9606,Homo sapiens,GSM7701770,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.WT_L10,cell line,cell line,HeLa,immortalized cervical cancer cell,WT UNK,Dox for 24 hours,missing,missing
SRR25602011,33742223,1057481923,31,632,SRX21329516,GSM7701771,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP454488,PRJNA1004241,,"",SRS18575529,SAMN36935460,simple,9606,Homo sapiens,GSM7701771,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.WT_L2,cell line,cell line,HeLa,immortalized cervical cancer cell,WT UNK,Dox for 24 hours,missing,missing
SRR25602010,60201384,2011286183,33,1136,SRX21329517,GSM7701772,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP454488,PRJNA1004241,,"",SRS18575530,SAMN36935459,simple,9606,Homo sapiens,GSM7701772,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.Uninduced_CNOT9ko_1,cell line,cell line,HeLa,immortalized cervical cancer cell,WT UNK in CNOT9 KO,no Dox,missing,missing
SRR25602009,20140088,694967917,34,376,SRX21329518,GSM7701773,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP454488,PRJNA1004241,,"",SRS18575531,SAMN36935458,simple,9606,Homo sapiens,GSM7701773,"Murn lab, Biochemistry, UCR",SRA1690585,03,2024,He,cell line,Ribo_seq.Uninduced_CNOT9ko_2,cell line,cell line,HeLa,immortalized cervical cancer cell,WT UNK in CNOT9 KO,no Dox,missing,missing
