Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR29632411,64566390,3292885890,51,1090,SRX25138459,GSM8366447,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830541,SAMN42147669,simple,9606,Homo sapiens,GSM8366447,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,KO1_1 Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,FTS1 KO,30nM Sodium Selenite,missing,missing
SRR29632410,48699713,2483685363,51,826,SRX25138460,GSM8366448,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830542,SAMN42147668,simple,9606,Homo sapiens,GSM8366448,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,KO1_2 Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,FTS1 KO,30nM Sodium Selenite,missing,missing
SRR29632409,45622345,2326739595,51,773,SRX25138461,GSM8366449,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830543,SAMN42147667,simple,9606,Homo sapiens,GSM8366449,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,KO1_3 Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,FTS1 KO,30nM Sodium Selenite,missing,missing
SRR29632408,62067934,3165464634,51,1047,SRX25138462,GSM8366438,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830544,SAMN42147678,simple,9606,Homo sapiens,GSM8366438,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,WT_1 No Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,WT,No Selenium,missing,missing
SRR29632407,51789243,2641251393,51,880,SRX25138463,GSM8366439,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830545,SAMN42147677,simple,9606,Homo sapiens,GSM8366439,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,WT_2 No Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,WT,No Selenium,missing,missing
SRR29632406,40995534,2090772234,51,693,SRX25138464,GSM8366440,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830546,SAMN42147676,simple,9606,Homo sapiens,GSM8366440,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,WT_3 No Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,WT,No Selenium,missing,missing
SRR29632405,63198158,3223106058,51,1058,SRX25138465,GSM8366441,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830547,SAMN42147675,simple,9606,Homo sapiens,GSM8366441,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,KO1_1 No Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,FTS1 KO,No Selenium,missing,missing
SRR29632404,44850333,2287366983,51,759,SRX25138466,GSM8366442,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830548,SAMN42147674,simple,9606,Homo sapiens,GSM8366442,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,KO1_2 No Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,FTS1 KO,No Selenium,missing,missing
SRR29632403,44158414,2252079114,51,745,SRX25138467,GSM8366443,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830549,SAMN42147673,simple,9606,Homo sapiens,GSM8366443,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,KO1_3 No Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,FTS1 KO,No Selenium,missing,missing
SRR29632402,65160503,3323185653,51,1098,SRX25138468,GSM8366444,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP516624,PRJNA1129129,,"",SRS21830550,SAMN42147672,simple,9606,Homo sapiens,GSM8366444,Weill Cornell Medicine,SRA1911938,09,2024,Polyzos,melanoma cell line,WT_1 Selenium Supplementation,melanoma cell line,melanoma cell line,A375,human melanoma,WT,30nM Sodium Selenite,missing,missing
